Airline,Date_ofJourney,Source,Destination,dept_time,duration,arrival_time,stopsRoute,price
IndiGo,14-11-2021,Kolkata,New Delhi,07:05,05 h 55 m ,13:00,1 stop via Patna,11634
IndiGo,14-11-2021,Kolkata,New Delhi,14:45,05 h 25 m ,20:10,1 stop via Patna,12002
IndiGo,14-11-2021,Kolkata,New Delhi,17:15,05 h 15 m ,22:30,1 stop via Raipur,12369
IndiGo,14-11-2021,Kolkata,New Delhi,06:10,04 h 15 m ,10:25,1 stop via Bhubaneswar,12676
IndiGo,14-11-2021,Kolkata,New Delhi,17:30,04 h 05 m ,21:35,1 stop via Patna,13575
AirAsia,14-11-2021,Kolkata,Hyderabad,21:35,09 h ,06:35,1 stop via Bengaluru,6487
AirAsia,14-11-2021,Kolkata,Hyderabad,19:35,11 h ,06:35,1 stop via Bengaluru,6487
Go First,14-11-2021,Kolkata,Hyderabad,20:00,02 h 10 m ,22:10,Non stop,6488
Go First,14-11-2021,Kolkata,Hyderabad,05:45,09 h 40 m ,15:25,1 stop via Jaipur,6488
Spicejet,14-11-2021,Kolkata,Hyderabad,12:00,03 h 40 m ,15:40,1 stop via Visakhapatnam,6488
Spicejet,14-11-2021,Kolkata,Hyderabad,13:35,07 h 25 m ,21:00,1 stop via Jharsuguda,6488
Go First,14-11-2021,Kolkata,Hyderabad,16:45,07 h 20 m ,00:05,1 stop via Bengaluru,6488
Go First,14-11-2021,Kolkata,Hyderabad,09:30,14 h 35 m ,00:05,1 stop via Bengaluru,6488
IndiGo,14-11-2021,Kolkata,Hyderabad,19:55,02 h 05 m ,22:00,Non stop,6699
AirAsia,14-11-2021,Kolkata,Hyderabad,04:40,02 h 05 m ,06:45,Non stop,6710
Spicejet,14-11-2021,Kolkata,Hyderabad,06:50,12 h 55 m ,19:45,1 stop via Gwalior,7118
IndiGo,14-11-2021,Kolkata,Hyderabad,06:50,02 h 15 m ,09:05,Non stop,7329
IndiGo,14-11-2021,Kolkata,Hyderabad,23:20,02 h 10 m ,01:30,Non stop,7329
AirAsia,14-11-2021,Kolkata,Hyderabad,07:40,12 h 45 m ,20:25,"2 stop via New Delhi,Visakhapatnam",7330
Air India,14-11-2021,Kolkata,Hyderabad,09:10,03 h 15 m ,12:25,1 stop via Bhubaneswar,8169
AirAsia,14-11-2021,Kolkata,Hyderabad,08:45,06 h 50 m ,15:35,1 stop via Bengaluru,8442
IndiGo,14-11-2021,Kolkata,Hyderabad,09:05,02 h 15 m ,11:20,Non stop,8589
IndiGo,14-11-2021,Kolkata,Hyderabad,06:10,04 h 30 m ,10:40,1 stop via Bhubaneswar,8957
IndiGo,14-11-2021,Kolkata,Hyderabad,07:00,04 h 20 m ,11:20,1 stop via Raipur,9377
IndiGo,14-11-2021,Kolkata,Hyderabad,12:55,06 h 55 m ,19:50,1 stop via Visakhapatnam,9377
IndiGo,14-11-2021,Kolkata,Hyderabad,11:05,06 h 15 m ,17:20,1 stop via Darbhanga,9482
IndiGo,14-11-2021,Kolkata,Hyderabad,12:55,04 h 40 m ,17:35,1 stop via Visakhapatnam,9587
IndiGo,14-11-2021,Kolkata,Hyderabad,17:25,05 h 40 m ,23:05,1 stop via Bhubaneswar,10217
IndiGo,14-11-2021,Kolkata,Hyderabad,11:25,05 h 35 m ,17:00,1 stop via Raipur,10532
Air India,14-11-2021,Kolkata,Hyderabad,19:00,02 h 15 m ,21:15,Non stop,10794
IndiGo,14-11-2021,Kolkata,Hyderabad,18:55,05 h ,23:55,1 stop via Chennai,11529
IndiGo,14-11-2021,Kolkata,Hyderabad,17:15,05 h 30 m ,22:45,1 stop via Raipur,12842
IndiGo,14-11-2021,Kolkata,Hyderabad,07:15,04 h 25 m ,11:40,1 stop via Ranchi,12999
IndiGo,14-11-2021,Kolkata,Hyderabad,13:55,02 h 20 m ,16:15,Non stop,16254
AirAsia,14-11-2021,Kolkata,Hyderabad,16:30,02 h 10 m ,18:40,Non stop,16254
Vistara,14-11-2021,Kolkata,Hyderabad,10:15,06 h 45 m ,17:00,1 stop via New Delhi,16254
AirAsia,14-11-2021,Kolkata,Kochi,08:45,05 h 30 m ,14:15,1 stop via Bengaluru,7957
Go First,14-11-2021,Kolkata,Kochi,16:45,06 h 30 m ,23:15,1 stop via Bengaluru,7957
Go First,14-11-2021,Kolkata,Kochi,09:30,13 h 45 m ,23:15,1 stop via Bengaluru,7957
AirAsia,14-11-2021,Kolkata,Kochi,21:35,09 h 25 m ,07:00,1 stop via Bengaluru,7957
AirAsia,14-11-2021,Kolkata,Kochi,19:35,11 h 25 m ,07:00,1 stop via Bengaluru,7957
AirAsia,14-11-2021,Kolkata,Kochi,23:40,08 h 25 m ,08:05,1 stop via New Delhi,7957
AirAsia,14-11-2021,Kolkata,Kochi,19:45,12 h 20 m ,08:05,1 stop via New Delhi,7957
IndiGo,14-11-2021,Kolkata,Kochi,14:50,02 h 55 m ,17:45,Non stop,7959
IndiGo,14-11-2021,Kolkata,Kochi,05:25,05 h 30 m ,10:55,1 stop via Bengaluru,7959
IndiGo,14-11-2021,Kolkata,Kochi,23:35,07 h 25 m ,07:00,1 stop via Bengaluru,7959
IndiGo,14-11-2021,Kolkata,Kochi,21:20,09 h 40 m ,07:00,1 stop via Bengaluru,7959
IndiGo,14-11-2021,Kolkata,Kochi,19:50,11 h 10 m ,07:00,1 stop via Bengaluru,7959
IndiGo,14-11-2021,Kolkata,Kochi,01:15,08 h 15 m ,09:30,1 stop via New Delhi,8605
IndiGo,14-11-2021,Kolkata,Kochi,21:40,11 h 50 m ,09:30,1 stop via New Delhi,8605
AirAsia,14-11-2021,Kolkata,Kochi,16:15,04 h 40 m ,20:55,1 stop via Bengaluru,8899
AirAsia,14-11-2021,Kolkata,Kochi,16:15,06 h 05 m ,22:20,1 stop via Bengaluru,9250
IndiGo,14-11-2021,Kolkata,Kochi,11:35,09 h 15 m ,20:50,1 stop via Bengaluru,10425
IndiGo,14-11-2021,Kolkata,Kochi,07:15,06 h 20 m ,13:35,1 stop via Bengaluru,10583
IndiGo,14-11-2021,Kolkata,Kochi,14:25,08 h 10 m ,22:35,1 stop via Bengaluru,11687
IndiGo,14-11-2021,Kolkata,Kochi,14:25,06 h 25 m ,20:50,1 stop via Bengaluru,11792
IndiGo,14-11-2021,Kolkata,Kochi,16:10,06 h 25 m ,22:35,1 stop via Bengaluru,12107
Vistara,14-11-2021,Kolkata,Kochi,20:20,12 h 45 m ,09:05,1 stop via New Delhi,13103
Air India,14-11-2021,Kolkata,Kochi,10:25,06 h 55 m ,17:20,1 stop via New Delhi,16793
Spicejet,14-11-2021,Chennai,Bengaluru,20:00,01 h 10 m ,21:10,Non stop,3361
IndiGo,14-11-2021,Chennai,Bengaluru,05:25,01 h ,06:25,Non stop,3362
IndiGo,14-11-2021,Chennai,Bengaluru,09:00,01 h 05 m ,10:05,Non stop,3362
IndiGo,14-11-2021,Chennai,Bengaluru,13:05,01 h 05 m ,14:10,Non stop,3362
IndiGo,14-11-2021,Chennai,Bengaluru,14:30,01 h 10 m ,15:40,Non stop,3362
IndiGo,14-11-2021,Chennai,Bengaluru,16:30,01 h 05 m ,17:35,Non stop,3362
IndiGo,14-11-2021,Chennai,Bengaluru,17:35,01 h 05 m ,18:40,Non stop,3362
IndiGo,14-11-2021,Chennai,Bengaluru,20:50,01 h 10 m ,22:00,Non stop,3362
AirAsia,14-11-2021,Chennai,Bengaluru,15:50,01 h 10 m ,17:00,Non stop,3363
AirAsia,14-11-2021,Chennai,Bengaluru,22:35,01 h 10 m ,23:45,Non stop,3363
AirAsia,14-11-2021,Chennai,Bengaluru,23:30,01 h 15 m ,00:45,Non stop,3363
Go First,14-11-2021,Chennai,Bengaluru,17:40,04 h 20 m ,22:00,1 stop via Hyderabad,7982
Go First,14-11-2021,Chennai,Bengaluru,17:40,04 h 20 m ,22:00,1 stop via Hyderabad,7982
Air India,14-11-2021,Chennai,Bengaluru,08:30,13 h 45 m ,22:15,1 stop via Hyderabad,8088
Air India,14-11-2021,Chennai,Bengaluru,08:30,06 h 15 m ,14:45,"2 stop via Hyderabad,Kolhapur",8876
Vistara,14-11-2021,Chennai,Bengaluru,09:45,13 h 05 m ,22:50,1 stop via Mumbai,9730
Vistara,14-11-2021,Chennai,Bengaluru,07:00,15 h 50 m ,22:50,1 stop via Mumbai,9730
Vistara,14-11-2021,Chennai,Bengaluru,20:30,11 h 20 m ,07:50,1 stop via Mumbai,10222
Go First,14-11-2021,Chennai,Bengaluru,13:45,09 h ,22:45,1 stop via Mumbai,10469
Vistara,14-11-2021,Chennai,Bengaluru,09:45,08 h ,17:45,1 stop via Mumbai,11650
Go First,14-11-2021,Chennai,Bengaluru,15:15,08 h 25 m ,23:40,1 stop via Ahmedabad,12784
Vistara,14-11-2021,Chennai,Bengaluru,12:30,05 h 15 m ,17:45,1 stop via Mumbai,14126
AirAsia,14-11-2021,Chennai,Kolkata,15:50,05 h 15 m ,21:05,1 stop via Bengaluru,5040
AirAsia,14-11-2021,Chennai,Kolkata,23:30,08 h 35 m ,08:05,1 stop via Bengaluru,5040
AirAsia,14-11-2021,Chennai,Kolkata,22:35,09 h 30 m ,08:05,1 stop via Bengaluru,5040
AirAsia,14-11-2021,Chennai,Kolkata,18:00,14 h 25 m ,08:25,1 stop via Guwahati,5040
Spicejet,14-11-2021,Chennai,Kolkata,07:25,04 h 15 m ,11:40,1 stop via Visakhapatnam,5041
Spicejet,14-11-2021,Chennai,Kolkata,18:25,03 h 50 m ,22:15,1 stop via Hyderabad,5041
Spicejet,14-11-2021,Chennai,Kolkata,06:15,16 h ,22:15,1 stop via Hyderabad,5041
Go First,14-11-2021,Chennai,Kolkata,13:45,10 h 30 m ,00:15,1 stop via Mumbai,5041
IndiGo,14-11-2021,Chennai,Kolkata,22:00,02 h 10 m ,00:10,Non stop,5042
IndiGo,14-11-2021,Chennai,Kolkata,05:25,05 h 55 m ,11:20,1 stop via Bengaluru,5042
IndiGo,14-11-2021,Chennai,Kolkata,06:50,10 h 05 m ,16:55,1 stop via Visakhapatnam,5042
IndiGo,14-11-2021,Chennai,Kolkata,17:05,05 h 35 m ,22:40,1 stop via Hyderabad,5042
IndiGo,14-11-2021,Chennai,Kolkata,17:35,05 h 10 m ,22:45,1 stop via Bengaluru,5042
IndiGo,14-11-2021,Chennai,Kolkata,16:30,06 h 15 m ,22:45,1 stop via Bengaluru,5042
IndiGo,14-11-2021,Chennai,Kolkata,20:50,05 h 05 m ,01:55,1 stop via Bengaluru,5042
IndiGo,14-11-2021,Chennai,Kolkata,22:45,07 h 20 m ,06:05,1 stop via Hyderabad,5042
IndiGo,14-11-2021,Chennai,Kolkata,21:10,08 h 55 m ,06:05,1 stop via Hyderabad,5042
IndiGo,14-11-2021,Chennai,Kolkata,19:40,10 h 25 m ,06:05,1 stop via Hyderabad,5042
Air India,14-11-2021,Chennai,Kolkata,11:20,02 h 35 m ,13:55,Non stop,5043
AirAsia,14-11-2021,Chennai,Kolkata,21:10,03 h 55 m ,01:05,1 stop via Hyderabad,5043
AirAsia,14-11-2021,Chennai,Kolkata,09:10,03 h 45 m ,12:55,1 stop via Hyderabad,5987
IndiGo,14-11-2021,Chennai,Kolkata,06:05,02 h 10 m ,08:15,Non stop,7037
IndiGo,14-11-2021,Chennai,Kolkata,07:50,02 h 35 m ,10:25,Non stop,7037
IndiGo,14-11-2021,Chennai,Kolkata,19:50,02 h 10 m ,22:00,Non stop,7037
IndiGo,14-11-2021,Chennai,Kolkata,14:30,06 h 10 m ,20:40,1 stop via Bengaluru,8267
IndiGo,14-11-2021,Chennai,Kolkata,13:05,07 h 35 m ,20:40,1 stop via Bengaluru,8267
IndiGo,14-11-2021,Chennai,Kolkata,09:00,05 h 25 m ,14:25,1 stop via Bengaluru,9295
Vistara,14-11-2021,Chennai,Kolkata,09:45,07 h 10 m ,16:55,1 stop via Mumbai,14014
AirAsia,14-11-2021,Chennai,New Delhi,09:05,07 h 10 m ,16:15,1 stop via Ranchi,7350
AirAsia,14-11-2021,Chennai,New Delhi,09:05,07 h 10 m ,16:15,1 stop via Ranchi,7350
AirAsia,14-11-2021,Chennai,New Delhi,17:00,08 h ,01:00,1 stop via Jaipur,7350
AirAsia,14-11-2021,Chennai,New Delhi,15:50,09 h 10 m ,01:00,1 stop via Bengaluru,7350
AirAsia,14-11-2021,Chennai,New Delhi,22:35,05 h ,03:35,1 stop via Bengaluru,7350
AirAsia,14-11-2021,Chennai,New Delhi,23:30,09 h 25 m ,08:55,1 stop via Bengaluru,7350
AirAsia,14-11-2021,Chennai,New Delhi,18:00,17 h 50 m ,11:50,1 stop via Guwahati,7350
Spicejet,14-11-2021,Chennai,New Delhi,06:05,02 h 40 m ,08:45,Non stop,7352
IndiGo,14-11-2021,Chennai,New Delhi,08:35,02 h 50 m ,11:25,Non stop,7352
Spicejet,14-11-2021,Chennai,New Delhi,21:40,02 h 45 m ,00:25,Non stop,7352
IndiGo,14-11-2021,Chennai,New Delhi,22:25,02 h 50 m ,01:15,Non stop,7352
Go First,14-11-2021,Chennai,New Delhi,05:00,05 h 10 m ,10:10,1 stop via Mumbai,7352
Go First,14-11-2021,Chennai,New Delhi,05:00,05 h 10 m ,10:10,1 stop via Mumbai,7352
IndiGo,14-11-2021,Chennai,New Delhi,05:25,05 h 25 m ,10:50,1 stop via Bengaluru,7352
Spicejet,14-11-2021,Chennai,New Delhi,06:25,06 h 05 m ,12:30,1 stop via Mumbai,7352
Go First,14-11-2021,Chennai,New Delhi,13:45,06 h 25 m ,20:10,1 stop via Mumbai,7352
IndiGo,14-11-2021,Chennai,New Delhi,16:30,05 h 40 m ,22:10,1 stop via Bengaluru,7352
IndiGo,14-11-2021,Chennai,New Delhi,17:05,05 h 20 m ,22:25,1 stop via Hyderabad,7352
IndiGo,14-11-2021,Chennai,New Delhi,16:35,06 h ,22:35,1 stop via Jaipur,7352
Go First,14-11-2021,Chennai,New Delhi,15:15,08 h 15 m ,23:30,1 stop via Ahmedabad,7352
Go First,14-11-2021,Chennai,New Delhi,17:40,07 h ,00:40,1 stop via Hyderabad,7352
IndiGo,14-11-2021,Chennai,New Delhi,19:40,05 h 05 m ,00:45,1 stop via Hyderabad,7352
IndiGo,14-11-2021,Chennai,New Delhi,17:35,07 h 30 m ,01:05,1 stop via Bengaluru,7352
IndiGo,14-11-2021,Chennai,New Delhi,20:50,05 h 40 m ,02:30,1 stop via Bengaluru,7352
Air India,14-11-2021,Chennai,New Delhi,06:10,02 h 45 m ,08:55,Non stop,7353
Vistara,14-11-2021,Chennai,New Delhi,10:45,02 h 45 m ,13:30,Non stop,7354
Vistara,14-11-2021,Chennai,New Delhi,06:55,02 h 50 m ,09:45,Non stop,7774
IndiGo,14-11-2021,Chennai,New Delhi,06:10,02 h 50 m ,09:00,Non stop,8192
IndiGo,14-11-2021,Chennai,New Delhi,18:15,02 h 45 m ,21:00,Non stop,8192
Vistara,14-11-2021,Chennai,New Delhi,21:05,02 h 50 m ,23:55,Non stop,8194
IndiGo,14-11-2021,Chennai,New Delhi,19:40,02 h 45 m ,22:25,Non stop,8507
IndiGo,14-11-2021,Chennai,New Delhi,10:40,02 h 55 m ,13:35,Non stop,9137
IndiGo,14-11-2021,Chennai,New Delhi,14:15,02 h 45 m ,17:00,Non stop,9137
IndiGo,14-11-2021,Chennai,New Delhi,16:15,02 h 55 m ,19:10,Non stop,9452
IndiGo,14-11-2021,Chennai,New Delhi,18:30,05 h 15 m ,23:45,1 stop via Hyderabad,9872
Vistara,14-11-2021,Chennai,New Delhi,17:10,02 h 45 m ,19:55,Non stop,9979
IndiGo,14-11-2021,Chennai,New Delhi,14:30,06 h 15 m ,20:45,1 stop via Bengaluru,10292
IndiGo,14-11-2021,Chennai,New Delhi,14:30,06 h 15 m ,20:45,1 stop via Bengaluru,10292
IndiGo,14-11-2021,Chennai,New Delhi,17:35,05 h 35 m ,23:10,1 stop via Bengaluru,10292
IndiGo,14-11-2021,Chennai,New Delhi,06:35,05 h 20 m ,11:55,1 stop via Hyderabad,10975
AirAsia,14-11-2021,Chennai,Hyderabad,23:30,07 h 05 m ,06:35,1 stop via Bengaluru,4200
AirAsia,14-11-2021,Chennai,Hyderabad,22:35,08 h ,06:35,1 stop via Bengaluru,4200
Go First,14-11-2021,Chennai,Hyderabad,17:40,01 h 15 m ,18:55,Non stop,4201
Spicejet,14-11-2021,Chennai,Hyderabad,06:15,01 h 15 m ,07:30,Non stop,4202
IndiGo,14-11-2021,Chennai,Hyderabad,17:05,01 h 05 m ,18:10,Non stop,4202
Spicejet,14-11-2021,Chennai,Hyderabad,18:25,01 h ,19:25,Non stop,4202
IndiGo,14-11-2021,Chennai,Hyderabad,19:40,01 h 15 m ,20:55,Non stop,4202
IndiGo,14-11-2021,Chennai,Hyderabad,21:10,01 h 10 m ,22:20,Non stop,4202
IndiGo,14-11-2021,Chennai,Hyderabad,22:45,01 h 10 m ,23:55,Non stop,4202
Air India,14-11-2021,Chennai,Hyderabad,08:30,01 h 25 m ,09:55,Non stop,4203
AirAsia,14-11-2021,Chennai,Hyderabad,09:10,01 h 10 m ,10:20,Non stop,4203
AirAsia,14-11-2021,Chennai,Hyderabad,21:10,01 h 25 m ,22:35,Non stop,4203
IndiGo,14-11-2021,Chennai,Hyderabad,18:30,01 h ,19:30,Non stop,4412
IndiGo,14-11-2021,Chennai,Hyderabad,09:55,01 h 10 m ,11:05,Non stop,4832
IndiGo,14-11-2021,Chennai,Hyderabad,15:45,01 h 20 m ,17:05,Non stop,4832
IndiGo,14-11-2021,Chennai,Hyderabad,11:50,01 h 20 m ,13:10,Non stop,5042
IndiGo,14-11-2021,Chennai,Hyderabad,06:35,01 h 10 m ,07:45,Non stop,5252
IndiGo,14-11-2021,Chennai,Hyderabad,10:25,09 h 55 m ,20:20,1 stop via Rajahmundry,6118
IndiGo,14-11-2021,Chennai,Hyderabad,10:25,09 h 55 m ,20:20,1 stop via Rajahmundry,6118
IndiGo,14-11-2021,Chennai,Hyderabad,10:25,07 h 55 m ,18:20,1 stop via Rajahmundry,6502
IndiGo,14-11-2021,Chennai,Hyderabad,05:25,05 h 15 m ,10:40,1 stop via Bengaluru,7142
IndiGo,14-11-2021,Chennai,Hyderabad,13:05,04 h 45 m ,17:50,1 stop via Bengaluru,7142
IndiGo,14-11-2021,Chennai,Hyderabad,16:30,03 h 35 m ,20:05,1 stop via Bengaluru,7142
IndiGo,14-11-2021,Chennai,Hyderabad,14:30,05 h 35 m ,20:05,1 stop via Bengaluru,7142
IndiGo,14-11-2021,Chennai,Hyderabad,17:35,03 h 55 m ,21:30,1 stop via Bengaluru,7142
IndiGo,14-11-2021,Chennai,Hyderabad,18:40,04 h 10 m ,22:50,1 stop via Vijayawada,7142
IndiGo,14-11-2021,Chennai,Hyderabad,20:50,04 h 10 m ,01:00,1 stop via Bengaluru,7142
IndiGo,14-11-2021,Chennai,Hyderabad,09:00,05 h 15 m ,14:15,1 stop via Bengaluru,7195
Vistara,14-11-2021,Chennai,Hyderabad,07:00,05 h 15 m ,12:15,1 stop via Mumbai,8391
IndiGo,14-11-2021,Chennai,Kochi,08:25,01 h 10 m ,09:35,Non stop,5042
IndiGo,14-11-2021,Chennai,Kochi,11:55,01 h 15 m ,13:10,Non stop,5042
IndiGo,14-11-2021,Chennai,Kochi,17:35,01 h 05 m ,18:40,Non stop,5042
IndiGo,14-11-2021,Chennai,Kochi,20:55,01 h 15 m ,22:10,Non stop,5042
IndiGo,14-11-2021,Chennai,Kochi,05:25,05 h 30 m ,10:55,1 stop via Bengaluru,5042
IndiGo,14-11-2021,Chennai,Kochi,05:25,05 h 30 m ,10:55,1 stop via Bengaluru,5042
IndiGo,14-11-2021,Chennai,Kochi,17:35,05 h ,22:35,1 stop via Bengaluru,5042
IndiGo,14-11-2021,Chennai,Kochi,16:30,06 h 05 m ,22:35,1 stop via Bengaluru,5042
IndiGo,14-11-2021,Chennai,Kochi,20:50,10 h 10 m ,07:00,1 stop via Bengaluru,5042
AirAsia,14-11-2021,Chennai,Kochi,15:50,05 h 05 m ,20:55,1 stop via Bengaluru,5043
AirAsia,14-11-2021,Chennai,Kochi,23:30,07 h 30 m ,07:00,1 stop via Bengaluru,5043
AirAsia,14-11-2021,Chennai,Kochi,22:35,08 h 25 m ,07:00,1 stop via Bengaluru,5043
IndiGo,14-11-2021,Chennai,Kochi,04:45,08 h 25 m ,13:10,1 stop via Mumbai,5499
IndiGo,14-11-2021,Chennai,Kochi,19:40,04 h ,23:40,1 stop via Hyderabad,5499
IndiGo,14-11-2021,Chennai,Kochi,17:05,06 h 35 m ,23:40,1 stop via Hyderabad,5499
IndiGo,14-11-2021,Chennai,Kochi,14:30,08 h 05 m ,22:35,1 stop via Bengaluru,6355
IndiGo,14-11-2021,Chennai,Kochi,13:05,09 h 30 m ,22:35,1 stop via Bengaluru,6355
IndiGo,14-11-2021,Chennai,Kochi,07:05,06 h 05 m ,13:10,1 stop via Mumbai,6412
IndiGo,14-11-2021,Chennai,Kochi,16:30,04 h 20 m ,20:50,1 stop via Bengaluru,6460
IndiGo,14-11-2021,Chennai,Kochi,14:30,06 h 20 m ,20:50,1 stop via Bengaluru,6460
IndiGo,14-11-2021,Chennai,Kochi,13:05,07 h 45 m ,20:50,1 stop via Bengaluru,6460
IndiGo,14-11-2021,Chennai,Kochi,09:00,04 h 35 m ,13:35,1 stop via Bengaluru,6932
IndiGo,14-11-2021,Chennai,Kochi,18:30,05 h 10 m ,23:40,1 stop via Hyderabad,8192
IndiGo,14-11-2021,Chennai,Kochi,15:45,07 h 55 m ,23:40,1 stop via Hyderabad,8612
Go First,14-11-2021,Chennai,Kochi,13:45,05 h 40 m ,19:25,1 stop via Mumbai,11309
Vistara,14-11-2021,Chennai,Kochi,10:45,08 h 25 m ,19:10,1 stop via New Delhi,17584
Air India,14-11-2021,Chennai,Kochi,06:10,13 h 05 m ,19:15,"2 stop via New Delhi,Mumbai",19232
AirAsia,14-11-2021,Bengaluru,Kolkata,00:45,06 h 25 m ,07:10,1 stop via New Delhi,5176
AirAsia,14-11-2021,Bengaluru,Kolkata,00:45,06 h 25 m ,07:10,1 stop via New Delhi,5176
AirAsia,14-11-2021,Bengaluru,Kolkata,00:10,07 h ,07:10,1 stop via New Delhi,5176
AirAsia,14-11-2021,Bengaluru,Kolkata,05:10,06 h 50 m ,12:00,1 stop via Bagdogra,5176
AirAsia,14-11-2021,Bengaluru,Kolkata,06:25,09 h 20 m ,15:45,1 stop via Bhubaneswar,5176
AirAsia,14-11-2021,Bengaluru,Kolkata,11:20,07 h 55 m ,19:15,1 stop via New Delhi,5176
AirAsia,14-11-2021,Bengaluru,Kolkata,06:15,13 h ,19:15,1 stop via New Delhi,5176
AirAsia,14-11-2021,Bengaluru,Kolkata,16:25,08 h 40 m ,01:05,1 stop via Hyderabad,5176
AirAsia,14-11-2021,Bengaluru,Kolkata,14:30,10 h 35 m ,01:05,1 stop via Hyderabad,5176
AirAsia,14-11-2021,Bengaluru,Kolkata,22:10,09 h ,07:10,1 stop via New Delhi,5176
AirAsia,14-11-2021,Bengaluru,Kolkata,17:30,14 h 55 m ,08:25,1 stop via Guwahati,5176
Spicejet,14-11-2021,Bengaluru,Kolkata,05:40,02 h 35 m ,08:15,Non stop,5177
Go First,14-11-2021,Bengaluru,Kolkata,20:00,02 h 20 m ,22:20,Non stop,5177
Go First,14-11-2021,Bengaluru,Kolkata,07:00,10 h 25 m ,17:25,1 stop via Pune,5177
Go First,14-11-2021,Bengaluru,Kolkata,07:00,10 h 25 m ,17:25,1 stop via Pune,5177
Go First,14-11-2021,Bengaluru,Kolkata,11:00,07 h 50 m ,18:50,1 stop via Lucknow,5177
Go First,14-11-2021,Bengaluru,Kolkata,22:00,09 h 30 m ,07:30,1 stop via Mumbai,5177
IndiGo,14-11-2021,Bengaluru,Kolkata,03:30,02 h 40 m ,06:10,Non stop,5178
IndiGo,14-11-2021,Bengaluru,Kolkata,06:35,02 h 40 m ,09:15,Non stop,5178
IndiGo,14-11-2021,Bengaluru,Kolkata,20:05,02 h 40 m ,22:45,Non stop,5178
IndiGo,14-11-2021,Bengaluru,Kolkata,21:45,02 h 25 m ,00:10,Non stop,5178
IndiGo,14-11-2021,Bengaluru,Kolkata,23:25,02 h 30 m ,01:55,Non stop,5178
IndiGo,14-11-2021,Bengaluru,Kolkata,12:25,04 h 30 m ,16:55,1 stop via Visakhapatnam,5178
IndiGo,14-11-2021,Bengaluru,Kolkata,12:25,04 h 30 m ,16:55,1 stop via Visakhapatnam,5178
IndiGo,14-11-2021,Bengaluru,Kolkata,10:15,09 h ,19:15,1 stop via Hyderabad,5178
IndiGo,14-11-2021,Bengaluru,Kolkata,09:20,09 h 55 m ,19:15,1 stop via Hyderabad,5178
IndiGo,14-11-2021,Bengaluru,Kolkata,12:50,10 h 05 m ,22:55,1 stop via Bhubaneswar,5178
IndiGo,14-11-2021,Bengaluru,Kolkata,15:45,08 h 25 m ,00:10,1 stop via Chennai,5178
IndiGo,14-11-2021,Bengaluru,Kolkata,14:50,09 h 20 m ,00:10,1 stop via Chennai,5178
IndiGo,14-11-2021,Bengaluru,Kolkata,23:45,06 h 20 m ,06:05,1 stop via Hyderabad,5178
IndiGo,14-11-2021,Bengaluru,Kolkata,21:55,08 h 10 m ,06:05,1 stop via Hyderabad,5178
IndiGo,14-11-2021,Bengaluru,Kolkata,20:15,09 h 50 m ,06:05,1 stop via Hyderabad,5178
AirAsia,14-11-2021,Bengaluru,Kolkata,05:35,02 h 30 m ,08:05,Non stop,5179
Air India,14-11-2021,Bengaluru,Kolkata,05:45,02 h 35 m ,08:20,Non stop,5179
AirAsia,14-11-2021,Bengaluru,Kolkata,18:30,02 h 35 m ,21:05,Non stop,5179
AirAsia,14-11-2021,Bengaluru,Kolkata,22:55,02 h 30 m ,01:25,Non stop,5179
AirAsia,14-11-2021,Bengaluru,Kolkata,23:10,02 h 25 m ,01:35,Non stop,5179
IndiGo,14-11-2021,Bengaluru,Kolkata,08:40,02 h 40 m ,11:20,Non stop,5410
IndiGo,14-11-2021,Bengaluru,Kolkata,18:00,02 h 40 m ,20:40,Non stop,5410
Spicejet,14-11-2021,Bengaluru,Kolkata,17:05,02 h 30 m ,19:35,Non stop,5493
AirAsia,14-11-2021,Bengaluru,Kolkata,16:15,08 h 50 m ,01:05,"2 stop via Chennai,Hyderabad",5634
Go First,14-11-2021,Bengaluru,Kolkata,22:50,09 h 05 m ,07:55,1 stop via Hyderabad,5684
Go First,14-11-2021,Bengaluru,Kolkata,14:00,02 h 30 m ,16:30,Non stop,5755
AirAsia,14-11-2021,Bengaluru,Kolkata,07:40,05 h 15 m ,12:55,1 stop via Hyderabad,6091
AirAsia,14-11-2021,Bengaluru,Kolkata,07:40,05 h 15 m ,12:55,1 stop via Hyderabad,6091
AirAsia,14-11-2021,Bengaluru,Kolkata,05:30,07 h 25 m ,12:55,1 stop via Hyderabad,6091
IndiGo,14-11-2021,Bengaluru,Kolkata,16:55,04 h 55 m ,21:50,1 stop via Ranchi,6092
IndiGo,14-11-2021,Bengaluru,Kolkata,22:55,08 h 20 m ,07:15,1 stop via Chennai,6092
IndiGo,14-11-2021,Bengaluru,Kolkata,13:15,02 h 35 m ,15:50,Non stop,6225
IndiGo,14-11-2021,Bengaluru,Kolkata,15:15,02 h 30 m ,17:45,Non stop,6225
IndiGo,14-11-2021,Bengaluru,Kolkata,11:45,02 h 40 m ,14:25,Non stop,6438
IndiGo,14-11-2021,Bengaluru,Kolkata,10:45,06 h 15 m ,17:00,1 stop via Agartala,6548
IndiGo,14-11-2021,Bengaluru,Kolkata,10:45,06 h 15 m ,17:00,1 stop via Agartala,6548
